batch_size,epochs,hidden_units,train_loss,val_loss,train_mae,val_mae
32,90,512,151.575,497.577,6.471,11.601
32,100,512,131.915,507.468,6.042,11.711
32,110,512,116.399,501.890,5.678,11.675
32,120,512,105.146,497.105,5.398,11.606
32,130,512,95.242,500.605,5.124,11.626
32,140,512,78.195,501.017,4.622,11.587
32,150,512,72.136,498.189,4.439,11.494
64,10,32,3812.191,3732.680,36.505,36.231
64,20,32,2550.310,2502.837,29.972,29.850
64,30,32,1746.350,1715.903,24.971,24.883
64,40,32,1202.251,1211.246,20.759,21.010
64,50,32,861.102,879.723,17.620,17.879
64,60,32,656.154,682.407,15.360,15.616
64,70,32,540.072,576.301,13.794,14.113
64,80,32,472.870,517.455,12.662,13.114
64,90,32,435.372,489.867,11.916,12.501
64,100,32,413.654,473.556,11.431,12.083
64,110,32,399.794,462.466,11.092,11.790
64,120,32,389.329,457.412,10.842,11.648
64,130,32,381.669,450.392,10.669,11.469
64,140,32,373.651,446.323,10.489,11.353
64,150,32,367.193,444.021,10.356,11.268
64,10,64,2584.391,2489.203,30.192,29.743
64,20,64,1285.807,1258.914,21.377,21.284
64,30,64,728.272,750.131,15.945,16.214
64,40,64,515.313,553.918,13.216,13.660
64,50,64,430.484,478.568,11.755,12.307
64,60,64,393.653,450.132,11.010,11.699
64,70,64,373.093,435.894,10.562,11.327
64,80,64,358.116,430.588,10.243,11.171
64,90,64,345.838,431.335,10.020,11.149
64,100,64,333.709,435.032,9.804,11.135
64,110,64,322.692,436.479,9.612,11.082
64,120,64,313.269,438.486,9.459,11.065
64,130,64,304.801,438.231,9.305,11.002
64,140,64,296.364,442.697,9.176,11.065
64,150,64,287.666,437.251,9.020,11.012
64,10,128,1350.214,1272.518,21.930,21.198
64,20,128,569.137,599.746,13.957,14.211
64,30,128,420.600,473.868,11.548,12.127
64,40,128,376.611,434.653,10.610,11.316
64,50,128,351.519,425.374,10.078,10.966
64,60,128,331.748,426.021,9.713,10.851
64,70,128,316.422,431.365,9.463,10.859
64,80,128,299.352,436.480,9.164,10.836
64,90,128,282.367,444.261,8.880,10.937
64,100,128,269.289,447.872,8.678,10.999
64,110,128,254.041,449.126,8.397,10.960
64,120,128,240.208,456.430,8.164,11.058
64,130,128,227.314,456.904,7.923,11.108
64,140,128,216.058,465.083,7.729,11.172
64,150,128,207.364,463.903,7.558,11.205
64,10,256,613.532,616.992,14.747,14.583
64,20,256,409.911,449.474,11.252,11.569
64,30,256,370.610,424.962,10.365,10.966
64,40,256,344.200,416.996,9.852,10.737
64,50,256,324.086,414.655,9.489,10.550
64,60,256,299.875,416.682,9.064,10.586
64,70,256,282.385,427.989,8.791,10.742
64,80,256,257.372,433.002,8.359,10.750
64,90,256,240.440,445.810,8.089,10.928
64,100,256,221.834,451.940,7.761,11.040
64,110,256,200.379,463.302,7.375,11.297
64,120,256,187.166,466.785,7.118,11.316
64,130,256,174.013,471.250,6.881,11.367
64,140,256,164.411,470.469,6.703,11.396
64,150,256,150.238,485.914,6.422,11.578
64,10,512,445.292,469.775,12.115,12.183
64,20,512,381.417,427.223,10.510,10.881
64,30,512,359.205,417.285,10.032,10.663
64,40,512,329.571,418.566,9.512,10.631
64,50,512,306.621,425.223,9.144,10.742
64,60,512,282.520,436.748,8.730,10.913
64,70,512,262.708,440.162,8.413,10.776
64,80,512,236.043,444.468,7.957,10.928
64,90,512,217.869,449.295,7.652,11.015
64,100,512,197.961,447.838,7.271,10.914
64,110,512,180.080,464.731,6.935,11.215
64,120,512,163.746,465.317,6.620,11.258
64,130,512,147.621,467.286,6.264,11.179
64,140,512,137.979,469.494,6.051,11.279
64,150,512,122.116,480.098,5.674,11.401
128,10,32,4656.542,4601.274,40.361,40.174
128,20,32,3719.606,3679.671,36.038,35.977
128,30,32,3016.829,2986.751,32.491,32.483
128,40,32,2459.369,2437.627,29.410,29.431
128,50,32,2014.774,1999.327,26.692,26.729
128,60,32,1653.402,1647.056,24.193,24.298
128,70,32,1359.697,1363.759,21.933,22.099
128,80,32,1123.788,1134.710,19.964,20.151
128,90,32,938.656,955.020,18.261,18.458
128,100,32,797.482,823.118,16.837,17.149
128,110,32,689.806,723.411,15.668,16.042
128,120,32,607.358,647.222,14.665,15.068
128,130,32,545.390,593.180,13.831,14.297
128,140,32,498.730,549.837,13.104,13.620
128,150,32,464.769,519.565,12.534,13.130
128,10,64,3728.866,3644.882,36.262,35.968
128,20,64,2485.284,2438.788,29.595,29.488
128,30,64,1712.582,1688.923,24.566,24.652
128,40,64,1200.540,1197.943,20.481,20.606
128,50,64,877.018,894.148,17.443,17.722
128,60,64,677.640,710.700,15.311,15.729
128,70,64,552.900,595.169,13.739,14.247
128,80,64,476.432,534.497,12.618,13.272
128,90,64,429.515,494.457,11.833,12.590
128,100,64,399.318,471.079,11.264,12.173
128,110,64,378.411,460.271,10.840,11.883
128,120,64,360.927,454.589,10.492,11.694
128,130,64,347.975,449.656,10.222,11.525
128,140,64,336.389,445.847,9.992,11.380
128,150,64,327.087,446.209,9.802,11.338
128,10,128,2511.822,2415.148,29.852,29.513
128,20,128,1231.174,1221.545,20.667,20.844
128,30,128,726.749,749.118,15.852,16.106
128,40,128,522.871,555.722,13.299,13.689
128,50,128,433.299,490.826,11.869,12.596
128,60,128,387.304,452.657,11.016,11.862
128,70,128,357.541,442.723,10.420,11.528
128,80,128,338.823,437.231,10.020,11.337
128,90,128,322.929,441.339,9.709,11.265
128,100,128,309.858,434.562,9.449,11.039
128,110,128,293.572,437.403,9.147,10.991
128,120,128,280.794,443.637,8.910,11.031
128,130,128,270.931,447.168,8.729,11.029
128,140,128,261.814,450.768,8.564,11.114
128,150,128,249.745,450.350,8.342,11.107
128,10,256,1273.646,1215.233,21.344,20.972
128,20,256,559.544,572.816,13.879,13.981
128,30,256,421.101,458.658,11.564,11.919
128,40,256,376.556,438.227,10.667,11.426
128,50,256,348.676,435.285,10.100,11.143
128,60,256,329.181,435.577,9.709,11.065
128,70,256,304.654,430.182,9.253,10.899
128,80,256,284.933,430.945,8.880,10.819
128,90,256,271.223,440.352,8.624,10.967
128,100,256,258.786,450.714,8.401,11.056
128,110,256,244.460,456.596,8.141,11.075
128,120,256,229.926,459.842,7.888,11.140
128,130,256,214.991,455.240,7.594,11.109
128,140,256,207.694,465.866,7.461,11.249
128,150,256,192.926,468.949,7.178,11.209
128,10,512,605.160,600.991,14.888,14.599
128,20,512,411.357,442.380,11.344,11.829
128,30,512,369.875,434.823,10.434,11.403
128,40,512,341.330,425.192,9.888,10.880
128,50,512,317.973,429.855,9.454,10.864
128,60,512,287.525,431.757,8.898,10.863
128,70,512,265.253,435.755,8.497,10.781
128,80,512,241.034,447.419,8.064,10.863
128,90,512,218.639,453.717,7.648,10.969
128,100,512,198.128,461.278,7.245,11.161
128,110,512,177.085,460.578,6.817,11.054
128,120,512,163.622,471.607,6.580,11.178
128,130,512,152.440,470.312,6.345,11.202
128,140,512,140.585,479.240,6.078,11.268
128,150,512,129.175,481.530,5.793,11.342
256,10,32,5216.016,5177.832,42.788,42.650
256,20,32,4593.203,4563.442,40.021,39.922
256,30,32,4087.452,4062.670,37.705,37.646
256,40,32,3653.144,3632.479,35.659,35.627
256,50,32,3278.565,3261.678,33.810,33.798
256,60,32,2948.583,2934.406,32.073,32.065
256,70,32,2654.200,2643.022,30.465,30.480
256,80,32,2393.274,2383.838,28.967,29.011
256,90,32,2157.644,2152.360,27.506,27.590
256,100,32,1944.949,1942.247,26.149,26.241
256,110,32,1752.007,1752.128,24.831,24.927
256,120,32,1577.101,1580.353,23.536,23.674
256,130,32,1419.838,1422.679,22.317,22.450
256,140,32,1280.340,1285.898,21.186,21.295
256,150,32,1158.551,1167.925,20.163,20.320
256,10,64,4617.678,4557.499,40.864,40.609
256,20,64,3660.218,3616.980,35.860,35.733
256,30,64,2958.396,2928.494,32.158,32.099
256,40,64,2415.745,2396.498,29.112,29.075
256,50,64,1989.175,1978.452,26.406,26.433
256,60,64,1641.136,1635.682,23.939,23.997
256,70,64,1361.478,1363.479,21.740,21.853
256,80,64,1139.317,1144.701,19.843,19.968
256,90,64,966.002,982.940,18.267,18.547
256,100,64,828.752,852.248,16.926,17.240
256,110,64,722.392,752.979,15.786,16.159
256,120,64,638.909,681.373,14.834,15.334
256,130,64,574.910,616.853,14.029,14.528
256,140,64,524.281,575.599,13.342,13.962
256,150,64,481.410,542.603,12.721,13.461
256,10,128,3696.822,3606.000,37.539,37.013
256,20,128,2425.730,2377.676,29.256,29.127
256,30,128,1647.717,1620.352,23.882,23.875
256,40,128,1161.676,1159.484,19.943,20.090
256,50,128,867.883,884.119,17.264,17.582
256,60,128,681.748,713.744,15.271,15.770
256,70,128,566.148,614.679,13.864,14.609
256,80,128,489.531,550.876,12.846,13.713
256,90,128,434.421,512.196,11.981,13.024
256,100,128,398.610,491.723,11.382,12.623
256,110,128,370.411,475.213,10.885,12.249
256,120,128,347.631,463.410,10.439,12.049
256,130,128,329.428,461.612,10.078,11.866
256,140,128,313.856,455.279,9.757,11.732
256,150,128,300.524,457.349,9.491,11.670
256,10,256,2483.132,2375.817,31.364,30.579
256,20,256,1189.727,1157.175,20.502,20.398
256,30,256,716.710,723.210,15.810,15.987
256,40,256,525.666,555.217,13.380,13.867
256,50,256,439.311,484.912,11.994,12.653
256,60,256,388.466,459.173,11.082,12.025
256,70,256,358.298,439.423,10.496,11.592
256,80,256,333.568,440.129,9.998,11.442
256,90,256,310.976,437.055,9.576,11.218
256,100,256,294.505,441.753,9.224,11.178
256,110,256,281.651,444.970,8.982,11.198
256,120,256,266.964,449.674,8.697,11.241
256,130,256,253.120,450.258,8.437,11.232
256,140,256,236.006,455.564,8.097,11.260
256,150,256,231.057,448.704,7.999,11.097
256,10,512,1285.623,1202.834,22.670,22.076
256,20,512,556.649,569.202,14.155,14.294
256,30,512,424.778,462.331,11.718,12.310
256,40,512,388.663,432.812,10.942,11.534
256,50,512,356.819,428.829,10.238,11.155
256,60,512,331.885,432.103,9.750,11.144
256,70,512,315.581,430.827,9.448,11.040
256,80,512,297.248,439.274,9.107,11.036
256,90,512,279.719,440.659,8.785,10.969
256,100,512,261.999,445.092,8.484,11.006
256,110,512,247.481,451.281,8.201,11.055
256,120,512,228.879,458.325,7.870,11.147
256,130,512,213.462,458.551,7.538,11.059
256,140,512,201.893,468.910,7.359,11.234
256,150,512,195.363,477.060,7.236,11.384
