batch_size,epochs,hidden_units,train_loss,val_loss,train_mae,val_mae
64,40,32,1177.106,1178.754,20.436,20.582
64,50,32,840.861,854.985,17.291,17.463
64,60,32,638.556,669.990,15.036,15.375
64,70,32,525.051,569.783,13.480,13.964
64,80,32,461.846,511.164,12.412,12.959
64,90,32,427.788,477.061,11.723,12.303
64,100,32,408.596,454.894,11.288,11.818
64,110,32,396.069,445.863,10.975,11.531
64,120,32,385.837,442.327,10.734,11.365
64,130,32,377.583,439.691,10.542,11.240
64,140,32,371.132,441.262,10.398,11.204
64,150,32,364.646,440.976,10.268,11.153
64,10,64,2573.561,2480.492,30.185,29.788
64,20,64,1293.911,1265.385,21.561,21.423
64,30,64,738.057,764.978,16.137,16.490
64,40,64,521.112,561.218,13.322,13.713
64,50,64,434.499,488.049,11.841,12.427
64,60,64,395.850,455.598,11.046,11.718
64,70,64,374.474,439.156,10.568,11.284
64,80,64,359.017,435.361,10.252,11.121
64,90,64,346.153,430.909,10.001,10.971
64,100,64,335.323,433.384,9.786,10.977
64,110,64,327.449,435.018,9.636,11.004
64,120,64,317.980,435.097,9.477,10.987
64,130,64,309.626,436.111,9.331,10.997
64,140,64,300.295,440.830,9.179,11.052
64,150,64,294.839,442.220,9.093,11.048
64,10,128,1339.002,1277.611,21.861,21.338
64,20,128,564.269,590.305,13.897,14.032
64,30,128,421.586,464.280,11.541,11.913
64,40,128,378.683,428.359,10.637,11.182
64,50,128,354.192,420.676,10.111,10.864
64,60,128,334.404,424.843,9.746,10.762
64,70,128,315.313,424.097,9.382,10.740
64,80,128,301.174,428.088,9.161,10.751
64,90,128,285.711,432.926,8.902,10.775
64,100,128,273.269,442.636,8.690,10.849
64,110,128,257.898,452.823,8.424,11.009
64,120,128,245.823,463.790,8.218,11.107
64,130,128,233.264,477.912,8.008,11.267
64,140,128,224.410,469.547,7.851,11.217
64,150,128,216.147,477.599,7.712,11.328
64,10,256,608.708,610.394,14.644,14.400
64,20,256,405.242,446.702,11.185,11.583
64,30,256,366.675,417.305,10.332,10.834
64,40,256,339.578,416.681,9.781,10.627
64,50,256,315.867,412.646,9.376,10.556
64,60,256,291.946,419.492,8.950,10.630
64,70,256,272.915,435.482,8.614,10.757
64,80,256,251.140,438.867,8.260,10.796
64,90,256,229.286,449.674,7.889,10.980
64,100,256,216.274,462.446,7.687,11.114
64,110,256,198.707,470.517,7.367,11.267
64,120,256,184.035,477.017,7.097,11.429
64,130,256,172.083,477.870,6.875,11.451
64,140,256,160.805,480.262,6.654,11.468
64,150,256,151.350,479.965,6.427,11.478
64,10,512,445.098,470.903,12.057,12.080
64,20,512,381.771,426.478,10.544,10.866
64,30,512,351.248,423.074,9.921,10.748
64,40,512,324.296,425.074,9.455,10.707
64,50,512,298.096,435.158,9.028,10.852
64,60,512,272.326,441.850,8.580,10.819
64,70,512,244.343,450.637,8.118,10.925
64,80,512,218.317,463.409,7.647,11.144
64,90,512,202.748,468.342,7.359,11.194
64,100,512,183.816,474.461,6.977,11.294
64,110,512,163.311,480.918,6.562,11.367
64,120,512,146.160,486.227,6.189,11.460
64,130,512,132.186,494.038,5.861,11.597
64,140,512,123.551,485.904,5.637,11.382
64,150,512,111.127,495.333,5.329,11.473
128,10,32,4661.992,4603.667,40.382,40.231
128,20,32,3708.717,3667.746,35.978,35.920
128,30,32,3001.060,2971.272,32.404,32.416
128,40,32,2452.707,2431.961,29.403,29.403
128,50,32,2011.639,1996.179,26.732,26.722
128,60,32,1645.298,1635.851,24.170,24.272
128,70,32,1347.643,1341.040,21.878,21.900
128,80,32,1107.479,1113.944,19.845,19.982
128,90,32,920.171,937.976,18.079,18.291
128,100,32,777.548,806.408,16.622,16.939
128,110,32,670.240,702.206,15.427,15.750
128,120,32,589.487,627.869,14.410,14.817
128,130,32,529.864,569.974,13.575,13.999
128,140,32,485.281,529.300,12.893,13.368
128,150,32,452.909,502.021,12.342,12.879
128,10,64,3731.964,3650.356,36.295,36.041
128,20,64,2489.774,2446.140,29.646,29.565
128,30,64,1725.620,1701.646,24.762,24.742
128,40,64,1211.308,1210.112,20.660,20.845
128,50,64,881.664,901.563,17.575,17.928
128,60,64,682.341,723.070,15.435,15.937
128,70,64,559.464,605.092,13.889,14.471
128,80,64,481.361,535.404,12.749,13.412
128,90,64,431.971,494.550,11.926,12.685
128,100,64,399.484,470.132,11.325,12.187
128,110,64,378.304,458.812,10.900,11.906
128,120,64,361.608,445.976,10.555,11.640
128,130,64,348.315,445.230,10.269,11.561
128,140,64,337.469,439.382,10.045,11.411
128,150,64,327.148,438.965,9.830,11.332
128,10,128,2507.296,2411.083,29.946,29.545
128,20,128,1231.196,1209.545,20.751,20.763
128,30,128,726.130,739.893,15.875,16.075
128,40,128,524.832,564.888,13.337,13.901
128,50,128,434.513,483.239,11.894,12.541
128,60,128,388.359,448.082,11.029,11.824
128,70,128,361.268,443.450,10.483,11.581
128,80,128,343.027,440.074,10.113,11.417
128,90,128,326.226,436.259,9.758,11.286
128,100,128,310.063,431.961,9.460,11.094
128,110,128,300.642,433.036,9.268,11.022
128,120,128,287.146,434.708,9.027,10.945
128,130,128,275.062,437.509,8.791,10.981
128,140,128,263.738,440.656,8.589,10.968
128,150,128,258.262,449.197,8.466,11.097
128,10,256,1283.710,1215.489,21.490,20.891
128,20,256,561.365,581.472,13.916,14.093
128,30,256,422.549,464.275,11.612,12.145
128,40,256,373.983,439.220,10.602,11.430
128,50,256,347.757,427.108,10.055,11.016
128,60,256,326.859,429.129,9.656,10.920
128,70,256,308.092,429.493,9.307,10.848
128,80,256,291.200,434.769,8.991,10.783
128,90,256,270.594,446.701,8.616,10.941
128,100,256,255.123,447.276,8.353,10.968
128,110,256,240.215,445.767,8.083,10.898
128,120,256,224.423,457.408,7.788,11.102
128,130,256,211.811,458.522,7.541,11.143
128,140,256,201.515,476.023,7.373,11.316
128,150,256,193.691,473.156,7.210,11.284
128,10,512,629.803,614.406,16.056,15.706
128,20,512,421.791,445.807,11.750,11.969
128,30,512,378.034,423.236,10.631,11.075
128,40,512,353.402,418.515,10.080,10.817
128,50,512,332.929,418.298,9.674,10.639
128,60,512,312.413,416.851,9.311,10.538
128,70,512,291.557,424.155,8.932,10.729
128,80,512,271.839,428.709,8.585,10.801
128,90,512,253.632,435.662,8.266,10.812
128,100,512,239.999,435.088,8.015,10.848
128,110,512,225.084,444.157,7.740,10.943
128,120,512,212.306,458.760,7.505,11.125
128,130,512,199.208,453.841,7.246,11.059
128,140,512,186.013,468.026,6.991,11.253
128,150,512,177.308,466.193,6.821,11.192
256,10,32,5227.729,5190.302,42.915,42.778
256,20,32,4605.893,4575.792,40.287,40.172
256,30,32,4103.415,4078.090,37.956,37.869
256,40,32,3668.836,3647.411,35.789,35.735
256,50,32,3296.016,3277.922,33.924,33.894
256,60,32,2966.854,2952.643,32.190,32.177
256,70,32,2671.556,2661.780,30.586,30.608
256,80,32,2411.403,2405.110,29.082,29.147
256,90,32,2179.736,2176.623,27.684,27.754
256,100,32,1971.470,1972.630,26.361,26.457
256,110,32,1782.989,1785.788,25.090,25.212
256,120,32,1611.660,1617.754,23.875,24.019
256,130,32,1458.766,1468.314,22.740,22.932
256,140,32,1321.765,1334.350,21.661,21.883
256,150,32,1199.975,1216.299,20.647,20.939
256,10,64,4611.278,4551.670,41.012,40.748
256,20,64,3648.367,3606.844,35.837,35.756
256,30,64,2950.265,2920.730,32.122,32.068
256,40,64,2410.250,2390.036,29.065,29.038
256,50,64,1975.592,1964.532,26.240,26.318
256,60,64,1622.942,1618.346,23.676,23.764
256,70,64,1343.437,1348.014,21.480,21.725
256,80,64,1125.762,1137.044,19.689,19.928
256,90,64,953.945,974.694,18.138,18.515
256,100,64,820.766,847.442,16.840,17.263
256,110,64,715.725,749.340,15.730,16.210
256,120,64,633.675,674.881,14.786,15.355
256,130,64,569.093,617.901,13.994,14.665
256,140,64,518.981,574.727,13.327,14.070
256,150,64,477.843,541.221,12.730,13.587
256,10,128,3693.209,3603.464,37.703,37.185
256,20,128,2420.906,2374.098,29.241,29.115
256,30,128,1641.718,1616.961,23.822,23.809
256,40,128,1153.825,1152.904,19.858,20.075
256,50,128,862.687,880.759,17.180,17.542
256,60,128,678.683,713.405,15.224,15.751
256,70,128,562.768,607.677,13.820,14.402
256,80,128,485.935,547.579,12.736,13.621
256,90,128,433.491,508.012,11.918,12.934
256,100,128,392.136,488.274,11.222,12.545
256,110,128,365.574,472.613,10.754,12.115
256,120,128,347.124,464.807,10.386,12.060
256,130,128,327.787,458.116,10.015,11.804
256,140,128,309.601,456.538,9.651,11.663
256,150,128,300.444,461.632,9.453,11.582
256,10,256,2477.297,2370.770,31.470,30.759
256,20,256,1188.444,1155.002,20.645,20.461
256,30,256,714.085,714.393,15.871,15.964
256,40,256,524.049,549.452,13.384,13.798
256,50,256,436.183,480.836,11.957,12.607
256,60,256,391.158,452.942,11.100,11.988
256,70,256,358.533,444.535,10.482,11.671
256,80,256,335.904,440.209,10.021,11.463
256,90,256,315.717,435.652,9.639,11.276
256,100,256,306.162,435.956,9.453,11.252
256,110,256,284.562,440.264,9.027,11.238
256,120,256,269.371,443.082,8.744,11.220
256,130,256,259.351,444.944,8.548,11.125
256,140,256,246.727,450.302,8.296,11.202
256,150,256,235.819,454.193,8.094,11.271
256,10,512,1296.083,1206.164,23.579,22.644
256,20,512,570.671,567.678,14.505,14.485
256,30,512,431.494,456.255,11.956,12.308
256,40,512,384.349,432.355,10.871,11.571
256,50,512,358.063,424.905,10.297,11.166
256,60,512,338.035,428.529,9.899,11.106
256,70,512,317.417,422.625,9.510,10.980
256,80,512,297.985,429.865,9.185,10.931
256,90,512,279.451,436.927,8.843,11.034
256,100,512,269.526,442.107,8.664,11.106
256,110,512,253.183,446.391,8.366,11.095
256,120,512,232.918,449.402,7.992,11.117
256,130,512,220.263,451.300,7.731,11.100
256,140,512,206.829,467.812,7.490,11.298
256,150,512,192.453,464.737,7.164,11.219
